regione,provincia,comune,nome_canonico,tipo_30,tipo_10,files,n_record_aggregati
Emilia-Romagna,Modena,Sassuolo,Comune di Sassuolo,Comuni,Servizi comunali,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Liguria,Savona,Savona,Comune di Savona,Comuni,Servizi comunali,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,Firenze,Scandicci,Comune di Scandicci,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,Grosseto,Scansano,Comune di Scansano,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Grosseto,Scarlino,Comune di Scarlino,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,Pistoia,Serravalle Pistoiese,Comune di Serravalle Pistoiese,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Firenze,Sesto Fiorentino,Comune di Sesto Fiorentino,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,Siena,Sinalunga,Comune di Sinalunga,Comuni,Servizi comunali,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Emilia-Romagna,Ravenna,Solarolo,Comune di Solarolo,Comuni,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Toscana,Grosseto,Sorano,Comune di Sorano,Comuni,Servizi comunali,09_GROSSETO 2022 fpdf.txt,1
Toscana,,Tavarnelle Val di Pesa,Comune di Tavarnelle Val di Pesa,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,Pisa,Terricciola,Comune di Terricciola,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Toscana,Siena,Torrita di Siena,Comune di Torrita di Siena,Comuni,Servizi comunali,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Toscana,Siena,Trequanda,Comune di Trequanda,Comuni,Servizi comunali,09_VALDICHIANA_all. decreto 37_2008 protocollo di intesa 2008.txt,1
Emilia-Romagna,Ferrara,Tresignana,Comune di Tresignana,Comuni,Servizi comunali,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Toscana,Pistoia,Uzzano,Comune di Uzzano,Comuni,Servizi comunali,09_PISTOIA PROV .txt,1
Toscana,Prato,Vaiano,Comune di Vaiano,Comuni,Servizi comunali,09_PRATO PREF.txt,1
Emilia-Romagna,Bologna,Valsamoggia,Comune di Valsamoggia,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Pisa,Vecchiano,Comune di Vecchiano,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Vergato,Comune di Vergato,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Prato,Vernio,Comune di Vernio,Comuni,Servizi comunali,09_PRATO PREF.txt,1
Emilia-Romagna,Rimini,Verucchio,Comune di Verucchio,Comuni,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Pisa,Vicopisano,Comune di Vicopisano,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Ferrara,Voghiera,Comune di Voghiera,Comuni,Servizi comunali,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Toscana,Pisa,Volterra,Comune di Volterra,Comuni,Servizi comunali,09_PISA PREF E PROV.txt,1
Emilia-Romagna,Bologna,Zola Predosa,Comune di Zola Predosa,Comuni,Servizi comunali,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Liguria,,,Comune di residenza della donna,Comuni,Servizi comunali,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Toscana,Firenze,Firenze,Quartiere 5 del Comune di Firenze,Comuni,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,,,Comando Polizia Municipale,Polizia Municipale,Servizi comunali,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
Emilia-Romagna,Ravenna,Brisighella,Comando di Polizia Municipale di Brisighella,Polizia Municipale,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Casola Valsenio,Comando di Polizia Municipale di Casola Valsenio,Polizia Municipale,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Castel Bolognese,Comando di Polizia Municipale di Castel Bolognese,Polizia Municipale,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Faenza,Comando di Polizia Municipale di Faenza,Polizia Municipale,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Riolo Terme,Comando di Polizia Municipale di Riolo Terme,Polizia Municipale,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Ravenna,Solarolo,Comando di Polizia Municipale di Solarolo,Polizia Municipale,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,,Polizia Municipale,Polizia Municipale,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Cavezzo,Polizia Municipale Comune di Cavezzo,Polizia Municipale,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Finale Emilia,Polizia Municipale Comune di Finale Emilia,Polizia Municipale,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Toscana,Siena,Casole d'Elsa,Polizia Municipale di Casole d'Elsa,Polizia Municipale,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Toscana,Siena,Colle di Val d'Elsa,Polizia Municipale di Colle Val d'Elsa,Polizia Municipale,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Toscana,Siena,Poggibonsi,Polizia Municipale di Poggibonsi,Polizia Municipale,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Toscana,Siena,Radicondoli,Polizia Municipale di Radicondoli,Polizia Municipale,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Toscana,Siena,San Gimignano,Polizia Municipale di San Gimignano,Polizia Municipale,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Toscana,,,Polizie Municipali dei Comuni della Valdelsa,Polizia Municipale,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Emilia-Romagna,,,ASP Circondario Imolese,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Bologna,ASP Città di Bologna,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Bologna,Imola,Consorzio Servizi Sociali di Imola,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Toscana,,,Fiorentina Nord Ovest: Servizi sociali,Servizi sociali comunali,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,,,Fiorentina Sud Est: Servizi sociali,Servizi sociali comunali,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,,,Mugello: Servizi sociali,Servizi sociali comunali,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Emilia-Romagna,,,Poli territoriali di Servizio Sociale,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Toscana,,,Referente Emergenza Sociale (RES) di zona,Servizi sociali comunali,Servizi comunali,09_FIRENZE Linee-di-indirizzo2024.txt,1
Toscana,,,SEUS - Servizio Emergenza Urgenza Sociale,Servizi sociali comunali,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt | 09_FIRENZE Linee-di-indirizzo2024.txt,2
Emilia-Romagna,Modena,Camposanto,Servizi Sociali Comune di Camposanto,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Cavezzo,Servizi Sociali Comune di Cavezzo,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,Concordia,Servizi Sociali Comune di Concordia,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Finale Emilia,Servizi Sociali Comune di Finale Emilia,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Medolla,Servizi Sociali Comune di Medolla,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,Mirandola,Servizi Sociali Comune di Mirandola,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,San Felice sul Panaro,Servizi Sociali Comune di San Felice Panaro,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,San Possidonio,Servizi Sociali Comune di San Possidonio,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,Modena,San Prospero,Servizi Sociali Comune di San Prospero,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Liguria,,,Servizi Sociali degli Ambiti Territoriali,Servizi sociali comunali,Servizi comunali,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Toscana,,,Servizi Sociali dei Comuni di Costa,Servizi sociali comunali,Servizi comunali,09_APUANE_2015 Protocollo Prefettura.txt,1
Emilia-Romagna,,,Servizi Sociali del Comune di residenza,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,1
Emilia-Romagna,,,Servizi Sociali di competenza,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,,Servizi di tutela minori,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,,Servizi sociali dei Comuni,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt | 08_2406_rta_08_241015092024_4166---Protocollooperativo.txt,2
Emilia-Romagna,,,Servizio Sociale Associato,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,,"Servizio Sociale Associato dei Comuni di Ravenna, Cervia e Russi",Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091748_4166---ProtocolloProvincialeCaserifugio2023.2025.txt,1
Emilia-Romagna,,,Servizio Sociale Ospedaliero,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Liguria,,,Servizio Sociale del Comune di residenza,Servizi sociali comunali,Servizi comunali,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Liguria,,,Servizio Sociale del Comune dove viene reperita la donna,Servizi sociali comunali,Servizi comunali,07_2406_rta_07_240916163905_4166---PROTOCOLLOFIRMATO(002).txt,1
Emilia-Romagna,,,Sportelli Sociali,Servizi sociali comunali,Servizi comunali,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Toscana,,,UTES - Unità Territoriali Emergenza Sociale,Servizi sociali comunali,Servizi comunali,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt,1
Emilia-Romagna,Piacenza,Piacenza,Ambito territoriale per la provincia di Piacenza,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Emilia-Romagna,,,Centro Territoriale Permanente per l'Educazione degli Adulti,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,,,Direzioni Scolastiche,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt | 08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,2
Emilia-Romagna,Ferrara,Ferrara,Istituzioni scolastiche autonome della provincia di Ferrara,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Emilia-Romagna,Modena,Modena,MIUR - Ufficio Scolastico Regionale per l'Emilia Romagna - Ufficio VIII Ambito Territoriale per la provincia di Modena,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Toscana,Prato,Prato,MIUR Ufficio Scolastico Regionale per la Toscana XI Ambito Territoriale di Prato e Pistoia sede di Prato,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,09_PRATO PREF.txt,1
Toscana,Arezzo,Arezzo,Scuole,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,09_PRATO PREF.txt,1
Toscana,,,Ufficio Scolastico Provinciale,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,09_APUANE_2015 Protocollo Prefettura.txt | 09_PISTOIA PROV .txt,2
Toscana,Arezzo,Arezzo,Ufficio Scolastico Provinciale di Arezzo,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,09_AREZZO Prot_2024-2026.txt,1
Toscana,Grosseto,Grosseto,Ufficio Scolastico Provinciale di Grosseto,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,09_GROSSETO 2022 fpdf.txt,1
Toscana,Lucca,Lucca,Ufficio Scolastico Provinciale di Lucca,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,09_LUCCA PROV.txt,1
Emilia-Romagna,,Reggio Emilia,Ufficio Scolastico Provinciale di Reggio Emilia,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Ferrara,Ferrara,Ufficio Scolastico Regionale VI Ambito Territoriale di Ferrara,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Toscana,Pisa,Pisa,Ufficio Scolastico Regionale della Toscana Ambito Territoriale della provincia di Pisa,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,09_PISA PREF E PROV.txt,1
Emilia-Romagna,,,Ufficio Scolastico Regionale per l'Emilia Romagna - Ufficio VII - Ambito territoriale di Forli-Cesena e Rimini,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,Ferrara,Ferrara,"Ufficio Scolastico Regionale per l'Emilia Romagna Ufficio VI, Ambito Territoriale di Ferrara Provinciale",Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Liguria,,,Ufficio Scolastico Regionale per la Liguria,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Toscana,Arezzo,Arezzo,Ufficio Scolastico Regionale per la Toscana Ambito Territoriale della Provincia di Arezzo Ufficio VI,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,,,Ufficio Scolastico Territoriale,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Toscana,Arezzo,Arezzo,Ufficio Scolastico Territoriale di Arezzo,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,,,Ufficio Scolastico regionale per l'Emilia-Romagna,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt | 08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,2
Emilia-Romagna,Modena,Modena,Ufficio scolastico provinciale di Modena,Scuole/Ufficio scolastico provinciale e regionale,Settore Educativo,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,,,Istituzione nidi e scuole materne,Settore educativo comunale,Settore Educativo,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Officina educativa,Settore educativo comunale,Settore Educativo,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Arma dei Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,Bologna,Bologna,"Arma dei Carabinieri, Comando Provinciale di Bologna",Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,Lucca,Lucca,Arma dei Carabinieri-Comando provinciale di Lucca,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_LUCCA PROV.txt,1
Emilia-Romagna,Ravenna,Ravenna,Carabinieri del territorio della provincia di Ravenna,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,,,Comando Prov.le Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,,,Comando Prov.le Guardia di Finanza,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Toscana,Livorno,Livorno,Comando Provinciale Carabinieri di Livorno,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
Toscana,Pistoia,Pistoia,Comando Provinciale Carabinieri di Pistoia,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_PISTOIA PROV .txt,1
Emilia-Romagna,,Reggio Emilia,Comando Provinciale Carabinieri di Reggio Emilia,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Comando Provinciale dei Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091330_4166---Protocollo_intesa_autonomia_abitativa_donne_vittime_di_violenza_CittMtrBO.txt,1
Toscana,,,Comando Provinciale dei Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_ALTA VALDELSA Protocollo-violenza-valdelsa-2022_ALTA VALDELSA.txt | 09_SENESE Delibera-n.1196-del-24-10-2022-allegato-a_SENESE_2.txt,2
Toscana,Arezzo,Arezzo,Comando Provinciale dei Carabinieri di Arezzo,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,Ferrara,Ferrara,Comando Provinciale dei Carabinieri di Ferrara,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Toscana,Massa-Carrara,Massa Carrara,Comando Provinciale dei Carabinieri di Massa Carrara,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Emilia-Romagna,Modena,Modena,Comando Provinciale dei Carabinieri di Modena,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Emilia-Romagna,Rimini,Rimini,Comando Provinciale dei Carabinieri di Rimini,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091553_4166---Protocollosullaviolenzadigenere_confirme_prot.txt,1
Emilia-Romagna,,,Comando Provinciale dell'Arma dei Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Toscana,Prato,Prato,Comando Provinciale dell'Arma dei Carabinieri di Prato,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_PRATO PREF.txt,1
Emilia-Romagna,,,Comando Provinciale della Guardia Finanza,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Toscana,Arezzo,Arezzo,Comando Provinciale della Guardia di Finanza di Arezzo,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,Ferrara,Ferrara,Comando Provinciale della Guardia di Finanza di Ferrara,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt,1
Toscana,Massa-Carrara,Massa Carrara,Comando Provinciale della Guardia di Finanza di Massa Carrara,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_APUANE_2015 Protocollo Prefettura.txt,1
Toscana,Prato,Prato,Comando Provinciale della Guardia di Finanza di Prato,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,09_PRATO PREF.txt,1
Liguria,,,Comando Regionale della Guardia di Finanza della Liguria,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,Bologna,Bologna,Comando provinciale dei Carabinieri di Bologna,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ravenna,Faenza,Commissariato di P.S. di Faenza,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015092049_4166---PROTOCOLLOD.G.C.FAENZA304-2009.txt,1
Emilia-Romagna,Modena,Modena,Guardia di Finanza di Modena,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091725_4166---Protoc-Prefett-2017.txt,1
Liguria,,,Legione Carabinieri Liguria,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,,,Sezione della Squadra Mobile - Ufficio Minori,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Emilia-Romagna,,,Squadra Mobile,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,1
Emilia-Romagna,,,Stazione dei Carabinieri,Carabinieri/Polizia/altre forze dell'ordine,Settore giudiziario,08_2406_rta_08_241015091655_4166---Aggiornamentointegrazioneprotocollooperativoapprovatonelgiugno2008.txt,1
Liguria,Genova,Genova,Prefettura - U.T.G. di Genova,Prefettura,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,Imperia,Imperia,Prefettura - U.T.G. di Imperia,Prefettura,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,La Spezia,La Spezia,Prefettura - U.T.G. di La Spezia,Prefettura,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Liguria,Savona,Savona,Prefettura - U.T.G. di Savona,Prefettura,Settore giudiziario,07_2406_rta_07_240916163956_4166---DGR477_2022_Protocollo.txt,1
Emilia-Romagna,,,Prefettura - Ufficio territoriale del Governo di Forli-Cesena,Prefettura,Settore giudiziario,08_2406_rta_08_241015091621_4166---PROTOCOLLO_22.txt,1
Emilia-Romagna,Piacenza,Piacenza,Prefettura - Ufficio territoriale del Governo di Piacenza,Prefettura,Settore giudiziario,08_2406_rta_08_241015091832_4166---P.G.111546-2023PROTOCOLLOOPERATIVOFENOMENOVIOLENZADONNE(1).txt,1
Toscana,Prato,Prato,Prefettura Ufficio Territoriale del Governo di Prato,Prefettura,Settore giudiziario,09_PRATO PREF.txt,1
Toscana,Arezzo,Arezzo,Prefettura di Arezzo,Prefettura,Settore giudiziario,09_AREZZO Prot_2024-2026.txt,1
Emilia-Romagna,Bologna,Bologna,Prefettura di Bologna,Prefettura,Settore giudiziario,08_2406_rta_08_241015091310_4166---Accordo_Contrasto_alla_violenza_CittMtrBO.txt,1
Emilia-Romagna,Ferrara,Ferrara,Prefettura di Ferrara,Prefettura,Settore giudiziario,08_2406_rta_08_241015091355_4166---PROTOCOLLO_CONTRO_VIOLENZA_firmato2023.txt | 08_2406_rta_08_241015091430_4166---Protocollo_Distrettuale_Contrasto_violenza_Donne2023.stamped.txt,2
Toscana,Livorno,,Prefettura di Livorno - Ufficio Territoriale del Governo,Prefettura,Settore giudiziario,09_LIVORNO Protocollo_ RETE ANTIVIOLENZA_ LIVORNO.txt,1
Toscana,Lucca,Lucca,Prefettura di Lucca,Prefettura,Settore giudiziario,09_LUCCA PROV.txt,1
